Geography,2024,Latitude,Longitude
"Quaqtaq (TI), Quebec",0,61.02030494900893,-69.51829346955368
"Réservoir-Dozois (NO), Quebec",0,47.851124951359544,-76.9433587973172
"Rivière-Koksoak (NO), Quebec",0,62.17499331342059,-72.91655644985487
"Rivière-Nipissis (NO), Quebec",0,50.75306945777284,-65.49989956138225
"Rivière-Nouvelle (NO), Quebec",0,48.15310554192167,-66.84147907194864
"Rivière-Patapédia-Est (NO), Quebec",0,48.13495780997313,-67.60187731767677
"Rivière-Saint-Jean (NO), Quebec",0,49.11116348215028,-64.70784202408528
"Rivière-Vaseuse (NO), Quebec",0,48.27039072695998,-67.4201988481996
"Ruisseau-des-Mineurs (NO), Quebec",0,48.694093234864376,-66.39095443659832
"Ruisseau-Ferguson (NO), Quebec",0,48.02059637541163,-67.27121279590217
"Saint-Louis-de-Gonzague-du-Cap-Tourmente (PE), Quebec",0,47.06592986876017,-70.80132855124708
"Salluit (TI), Quebec",0,62.30286669356565,-75.45209322063502
"Sault-au-Cochon (NO), Quebec",0,47.20685281052389,-70.4791873843919
"Tasiujaq (TI), Quebec",0,58.91707820634744,-69.62353222152616
"Umiujaq (TI), Quebec",0,56.40595722165268,-76.45009910995942
"Waskaganish (VC), Quebec",0,51.501802492112624,-78.72597530054551
"Waswanipi (VC), Quebec",0,49.75956492577441,-75.90627810254007
"Wemindji (VC), Quebec",0,52.99344428908127,-78.51572172780531
"Whapmagoostui (VC), Quebec",0,55.16380909038359,-77.20180088830932
Ontario,"16,124,116",,
"Census subdivisions with 5,000-plus population, Ontario","15,691,480",,
"Toronto (C), Ontario","3,273,119",43.814387466023874,-79.15202359571028
"Ottawa (CV), Ontario","1,153,843",45.508875687966544,-75.32507910432773
"Mississauga (CY), Ontario","780,747",43.732889286704214,-79.62834758585635
"Brampton (CY), Ontario","791,486",43.73625271372556,-79.630489511319
"Hamilton (C), Ontario","632,111",43.34735059805458,-79.86045371317869
"London (CY), Ontario","488,640",43.05103319687817,-81.16697049844595
"Markham (CY), Ontario","368,110",43.958107290577566,-79.21596360940873
"Vaughan (CY), Ontario","353,648",43.844106464347625,-79.45786811101787
"Kitchener (CY), Ontario","320,360",43.50192834367738,-80.4645737088806
"Windsor (CY), Ontario","266,309",42.34169867175611,-82.90141137887831
"Oakville (T), Ontario","238,716",43.51319920171763,-79.66860930324795
"Richmond Hill (T), Ontario","219,094",43.84196719889601,-79.39283800493305
"Burlington (CY), Ontario","197,351",43.45767368986357,-79.86774961094153
"Oshawa (CY), Ontario","207,408",43.9826610617586,-78.84700310716065
"Greater Sudbury / Grand Sudbury (CV), Ontario","186,337",46.97275970171226,-80.81792227029153
"Barrie (CY), Ontario","169,419",44.42074337855332,-79.65996445017619
"Guelph (CY), Ontario","159,360",43.57859659793152,-80.24634749683298
"Whitby (T), Ontario","158,855",43.8563895101867,-78.88335447626628
"Cambridge (CY), Ontario","163,208",43.43169370109511,-80.2875263161111
"St. Catharines (CY), Ontario","152,958",43.15646359145972,-79.1935158873223
"Milton (T), Ontario","152,817",43.542745740015356,-79.9642342872261
"Kingston (CY), Ontario","148,869",44.40705575349294,-76.24346933466421
"Ajax (T), Ontario","138,843",43.89517892643051,-78.99693029669628
"Waterloo (CY), Ontario","144,161",43.511546267507605,-80.49499887236057
"Thunder Bay (CY), Ontario","117,100",48.31186552818482,-89.20937168202505
"Brantford (CY), Ontario","120,372",43.20359207706637,-80.22099121037017
"Chatham-Kent (MU), Ontario","111,368",42.649071712022696,-81.83510100476751
"Clarington (MU), Ontario","113,564",44.02919518628385,-78.48752023152709
"Pickering (CY), Ontario","113,385",43.90418090026915,-79.08850819575918
"Niagara Falls (CY), Ontario","111,793",43.14304013924496,-79.04259152117386
"Newmarket (T), Ontario","95,144",44.02086926635202,-79.47939892869434
"Peterborough (CY), Ontario","96,058",44.37117290452898,-78.28041890883942
"Kawartha Lakes (CY), Ontario","84,988",44.91440861356937,-78.89845229576879
"Caledon (T), Ontario","90,631",43.86664528917907,-79.70625810442205
"Sarnia (CY), Ontario","80,264",42.91198267640843,-82.45999161097673
"Sault Ste. Marie (CY), Ontario","80,740",46.56442249100689,-84.26851409696515
"Norfolk County (CY), Ontario","71,813",42.87432717448077,-80.17613133977177
"Halton Hills (T), Ontario","68,042",43.72090602063827,-79.95077296374377
"Aurora (T), Ontario","67,828",43.95754009224788,-79.48536010472839
"Welland (CY), Ontario","63,874",43.03494843816542,-79.16916306561615
"Belleville (CY), Ontario","61,725",44.17649940319755,-77.24953215686953
"North Bay (CY), Ontario","61,709",46.41590810576738,-79.25730771064757
"Whitchurch-Stouffville (T), Ontario","56,878",44.046536879018895,-79.25224325240954
"Haldimand County (CY), Ontario","57,032",43.067849890603746,-79.80358419480554
"Cornwall (CY), Ontario","52,465",45.08554136693151,-74.70839921750778
"Georgina (T), Ontario","52,829",44.453881195503214,-79.24978056154364
"Woodstock (CY), Ontario","53,583",43.163803304119256,-80.70982208319758
"Quinte West (CY), Ontario","50,214",44.27017585007487,-77.45156165476172
"New Tecumseth (T), Ontario","49,507",44.17291529660315,-79.72025206826399
"Innisfil (T), Ontario","49,298",44.368742425050606,-79.50968084525566
"Bradford West Gwillimbury (T), Ontario","50,121",44.194873129291416,-79.51905035574241
"St. Thomas (CY), Ontario","47,818",42.81024310374085,-81.12046419371008
"Timmins (CY), Ontario","44,940",48.70276173098736,-80.93991543768809
"Lakeshore (T), Ontario","45,043",42.39250255841571,-82.54448704607073
"Brant (CY), Ontario","46,512",43.287408023040584,-80.23103779868686
"East Gwillimbury (T), Ontario","42,054",44.07805008914179,-79.37781759551439
"Orillia (CY), Ontario","36,588",44.64155087213,-79.42041564563779
"Stratford (CY), Ontario","35,787",43.39580611315114,-80.96251490261062
"Fort Erie (T), Ontario","36,945",42.962672112039165,-78.96777545991355
"LaSalle (T), Ontario","36,508",42.2507664955406,-83.03454018747964
"Centre Wellington (TP), Ontario","34,341",43.69691918634822,-80.25481389090163
"Orangeville (T), Ontario","32,048",43.93069659433999,-80.08320309320094
"Leamington (MU), Ontario","34,245",42.15879038943683,-82.45834210272172
"Grimsby (T), Ontario","31,578",43.2191698443298,-79.59455332093466
"King (TP), Ontario","29,319",44.08170890073323,-79.51440658759967
"Woolwich (TP), Ontario","31,080",43.565498742307895,-80.38566149170606
"Clarence-Rockland (C), Ontario","29,351",45.5777097864841,-75.17717553628204
"Lincoln (T), Ontario","28,634",43.18770549021836,-79.3723828123363
"Prince Edward County (CY), Ontario","26,868",44.110472195771706,-77.07077588516115
"Wasaga Beach (T), Ontario","28,133",44.55678633818929,-80.04786255623756
"Collingwood (T), Ontario","27,950",44.50006729613056,-80.14720961750525
"Thorold (CY), Ontario","27,313",43.11008709670367,-79.17545860203187
"Strathroy-Caradoc (MU), Ontario","27,265",42.822291585091634,-81.43775114050737
"Amherstburg (T), Ontario","26,889",42.17652410788174,-82.96779361288921
"Tecumseh (T), Ontario","25,771",42.332776436846,-82.84602665515828
"Essa (TP), Ontario","24,975",44.32402610852318,-79.73575200962125
"Oro-Medonte (TP), Ontario","24,964",44.69412650442792,-79.57492259783561
"Kingsville (T), Ontario","25,206",42.14866639682278,-82.63729911561744
"Brockville (CY), Ontario","23,365",44.61681308412373,-75.67949310227677
"Springwater (TP), Ontario","24,549",44.62717039902437,-79.77798319091372
"Scugog (TP), Ontario","23,747",44.167921188393,-78.7433284019165
"Owen Sound (CY), Ontario","23,329",44.609631305770115,-80.90115610160083
"Uxbridge (TP), Ontario","22,786",43.97141499635979,-79.21782808505584
"Wilmot (TP), Ontario","22,977",43.46807909738654,-80.61312669001417
"Essex (T), Ontario","23,716",42.182257203641626,-82.82961458526898
"Huntsville (T), Ontario","23,478",45.32657578806358,-79.1134710859037
"Cobourg (T), Ontario","20,794",43.94982412206146,-78.16672964404611
"South Frontenac (TP), Ontario","21,802",44.7185507037408,-76.5323531348406
"Port Colborne (CY), Ontario","21,830",42.91658989599206,-79.11552659456517
"Russell (TP), Ontario","23,050",45.21761908628752,-75.2611115925142
"Niagara-on-the-Lake (T), Ontario","20,254",43.24948426175594,-79.05472462041381
"Middlesex Centre (MU), Ontario","21,833",43.07278382298353,-81.18731128039153
"Selwyn (TP), Ontario","20,723",44.55516247441855,-78.17395133839419
"Petawawa (T), Ontario","19,462",45.97623654636929,-77.28570322557577
"Pelham (T), Ontario","19,855",43.10869648732573,-79.28728381022643
"Tillsonburg (T), Ontario","20,773",42.869856075407874,-80.717823324539
"North Grenville (MU), Ontario","19,773",45.10544909990243,-75.61306408790013
"Loyalist (TP), Ontario","19,455",44.331036809642434,-76.6996193946406
"Midland (T), Ontario","19,318",44.795041526770454,-79.82422231416997
"Bracebridge (T), Ontario","18,664",45.151090097739484,-79.20436800359231
"Port Hope (MU), Ontario","18,651",44.06753549394413,-78.32089160427488
"Greater Napanee (T), Ontario","17,714",44.41286365495931,-77.05005181173684
"Saugeen Shores (T), Ontario","17,755",44.509466622221595,-81.34491717151124
"North Perth (MU), Ontario","17,914",43.82626010536089,-80.77422561205546
"West Lincoln (TP), Ontario","16,702",43.12492471255226,-79.51204043460218
"Kenora (CY), Ontario","15,845",49.90461311132903,-94.48773910485752
"Clearview (TP), Ontario","16,038",44.4372635157808,-79.94036417934223
"Mississippi Mills (T), Ontario","16,907",45.30192850520458,-76.21583368162867
"St. Clair (TP), Ontario","15,755",42.63116789748701,-82.46874171079855
"Severn (TP), Ontario","15,973",44.8955709204611,-79.62742496089768
"West Nipissing / Nipissing Ouest (M), Ontario","16,572",46.625667746407565,-80.0396994333657
"Pembroke (CY), Ontario","15,263",45.83093415215671,-77.10323561634522
"Thames Centre (MU), Ontario","15,157",43.046164499279094,-81.03768081149754
"Guelph/Eramosa (TP), Ontario","14,844",43.590210201260554,-80.12900039446883
"Ingersoll (T), Ontario","14,833",43.04821540565511,-80.87815005735892
"Trent Hills (MU), Ontario","15,241",44.266120384234,-77.64877984033093
"Central Elgin (MU), Ontario","15,189",42.89127035989004,-81.08193007590367
"South Stormont (TP), Ontario","14,650",45.17524316254755,-74.77573942353813
"The Nation / La Nation (M), Ontario","14,767",45.427951813389726,-74.73638050558681
"South Glengarry (TP), Ontario","14,865",45.29068515033692,-74.4557757283095
"Gravenhurst (T), Ontario","14,453",44.97630235000967,-79.28988810932171
"West Grey (MU), Ontario","14,412",44.31710767437005,-80.65967029218312
"Tiny (TP), Ontario","13,557",44.8845795174178,-79.93253438003049
"Brock (TP), Ontario","13,883",44.500059908278914,-79.07503221183924
"Perth East (TP), Ontario","13,303",43.531020605655414,-80.84594618642464
"Carleton Place (T), Ontario","13,717",45.152913573659134,-76.12590284307748
"Wellington North (TP), Ontario","14,048",43.94668238121403,-80.4190477762886
"Kincardine (MU), Ontario","13,092",44.40125060704258,-81.50824609684065
"Brighton (MU), Ontario","13,293",44.2414473879384,-77.76266475909239
"Erin (T), Ontario","12,733",43.78158510680585,-80.03203638576677
"Lambton Shores (MU), Ontario","13,039",43.26601496060127,-81.7685535131684
"North Dundas (TP), Ontario","12,661",45.217056469698306,-75.25807729079544
"Meaford (MU), Ontario","12,318",44.88176838305619,-80.87885933015679
"Norwich (TP), Ontario","12,452",43.14663000884395,-80.60690799318876
"Wellesley (TP), Ontario","12,371",43.475996678073386,-80.67572040296912
"Elliot Lake (CY), Ontario","12,400",46.51574920742457,-82.4438406700712
"Tay (TP), Ontario","12,232",44.7658854902612,-79.69428878754509
"Georgian Bluffs (TP), Ontario","11,784",44.71504797017704,-80.84598748838846
"Hamilton (TP), Ontario","12,095",44.134671700600855,-78.1611094833788
"Adjala-Tosorontio (TP), Ontario","11,825",44.29014827064505,-79.91438398305975
"South Dundas (MU), Ontario","11,824",45.083166094228496,-75.15412021150965
"Mapleton (TP), Ontario","11,542",43.826601291961865,-80.5628007179654
"Rideau Lakes (TP), Ontario","12,244",44.89411847379629,-76.04399205492845
"North Dumfries (TP), Ontario","12,718",43.33844561947264,-80.21865155118289
"Grey Highlands (MU), Ontario","11,545",44.46404380850913,-80.48547149355188
"Ramara (TP), Ontario","11,493",44.7670189920088,-79.19438729405137
"Hawkesbury (T), Ontario","10,756",45.61156057285374,-74.57716936503543
"North Glengarry (TP), Ontario","10,909",45.406008888842564,-74.48789792321718
"Penetanguishene (T), Ontario","10,921",44.78984710830619,-79.87270599308917
"Cavan Monaghan (TP), Ontario","11,585",44.27019249407617,-78.37791420037749
"South Huron (MU), Ontario","10,967",43.37796530436563,-81.33781030501694
"Alfred and Plantagenet (TP), Ontario","10,832",45.62487649880652,-74.7859230680122
"Leeds and the Thousand Islands (TP), Ontario","10,218",44.520058527550866,-76.00078663786844
"Brockton (MU), Ontario","10,608",44.32003593505644,-81.29383910566797
"Temiskaming Shores (CY), Ontario","10,261",47.580843102269995,-79.63129041503889
"Arnprior (T), Ontario","11,264",45.445075285864704,-76.35479645813952
"Huron East (MU), Ontario","10,196",43.73137958659945,-81.05614949332768
"Elizabethtown-Kitley (TP), Ontario","10,047",44.768016106315045,-75.85381874782061
"Laurentian Valley (TP), Ontario","9,946",45.84178286703923,-77.12282625795419
"Mono (T), Ontario","10,081",43.92897480596927,-80.05313118893963
"The Blue Mountains (T), Ontario","11,157",44.405982975841575,-80.3116122145738
"Malahide (TP), Ontario","10,036",42.82990829716074,-80.87719739208455
"Smiths Falls (T), Ontario","10,446",44.897505406454364,-75.98255391310073
"Minto (T), Ontario","10,076",43.96792863053123,-80.82723955073156
"South Bruce Peninsula (T), Ontario","9,835",44.50430649508622,-81.31023961769304
"Shelburne (T), Ontario","10,538",44.08967257971503,-80.19003211107523
"Beckwith (TP), Ontario","9,869",45.131498108627675,-76.00226430260201
"West Perth (MU), Ontario","9,664",43.48668641144855,-81.09303489946095
"Southgate (TP), Ontario","10,924",44.21056466720714,-80.44878399968214
"Zorra (TP), Ontario","9,441",43.11050697176938,-80.80529386204934
"Champlain (TP), Ontario","9,164",45.63457356160869,-74.62553464975348
"Plympton-Wyoming (T), Ontario","9,377",43.11864657911316,-82.08729350995944
"Renfrew (T), Ontario","8,682",45.48161034955368,-76.6724137508897
"Drummond/North Elmsley (TP), Ontario","9,262",45.09179860028023,-76.22132758270538
"Kapuskasing (T), Ontario","8,790",49.43497827622281,-82.34995053905065
"Hanover (T), Ontario","8,453",44.16451629457477,-81.00846221496903
"Puslinch (TP), Ontario","8,569",43.45751969815548,-80.05238550003703
"East Zorra-Tavistock (TP), Ontario","8,621",43.317115511874796,-80.73502840092765
"Goderich (T), Ontario","8,063",43.75429810261643,-81.70309845258559
"Stone Mills (TP), Ontario","8,645",44.38543450743746,-76.73766269704294
"Central Huron (MU), Ontario","8,628",43.76903008886767,-81.52703300198941
"Kirkland Lake (T), Ontario","8,081",48.271446902842605,-79.88776467147623
"Huron-Kinloss (TP), Ontario","8,412",44.09026629049324,-81.4135536224805
"Aylmer (T), Ontario","8,146",42.79184559699773,-80.97400718931212
"St. Marys (T), Ontario","8,287",43.27331611468143,-81.12740436072151
"South-West Oxford (TP), Ontario","8,010",43.11689878662249,-80.78328383550792
"Muskoka Lakes (TP), Ontario","8,392",45.158590708251154,-79.38227740674877
"Douro-Dummer (TP), Ontario","8,438",44.5818476948124,-78.00472301524852
"McNab/Braeside (TP), Ontario","8,316",45.50370516759606,-76.47622735840942
"Blandford-Blenheim (TP), Ontario","8,263",43.222082789829294,-80.4537904990217
"Bluewater (MU), Ontario","8,370",43.60421750483468,-81.53364590438784
"Edwardsburgh/Cardinal (TP), Ontario","7,847",44.903260386819355,-75.44452233878364
"Fort Frances (T), Ontario","7,701",48.65234825561625,-93.3093905730504
"Alnwick/Haldimand (TP), Ontario","8,540",44.183919796650954,-77.99022171886702
"Kenora, Unorganized (NO), Ontario","7,926",55.98899525147756,-87.63759623191693
"Dryden (CY), Ontario","7,802",49.81502270603381,-92.79571678959655
"North Stormont (TP), Ontario","8,046",45.317848695091676,-74.90039421101152
"Augusta (TP), Ontario","7,722",44.83508612508955,-75.61097057844316
"Whitewater Region (TP), Ontario","7,727",45.888065517315255,-76.83318097398721
"Dysart et al (MU), Ontario","8,021",45.190763944962406,-78.11322365223552
"Bayham (MU), Ontario","7,707",42.8108027108046,-80.73562221266897
"Otonabee-South Monaghan (TP), Ontario","7,966",44.27093108937048,-78.06679591394561
"Chatsworth (TP), Ontario","7,823",44.49281390411434,-80.7024936068293
"Minden Hills (TP), Ontario","7,908",45.10596025903896,-78.82412056322205
"Arran-Elderslie (MU), Ontario","7,222",44.46828400314305,-81.10947080617662
"Parry Sound (T), Ontario","7,519",45.37395434016958,-80.02403449224713
"Wainfleet (TP), Ontario","7,444",43.00064715614559,-79.44360824701624
"Cramahe (TP), Ontario","7,084",44.09239046571414,-77.81359518935052
"Perth (T), Ontario","6,819",44.91500359322695,-76.23059462040396
"Trent Lakes (MU), Ontario","7,275",44.755976090697,-78.27469848716713
"North Middlesex (MU), Ontario","6,825",43.20008351019542,-81.45137190156208
"Six Nations (Part) 40 (IRI), Brant, Ontario","6,779",43.11921006300253,-80.11381520950695
"Thunder Bay, Unorganized (NO), Ontario","6,722",51.51718291442787,-86.55512409948915
"Tweed (MU), Ontario","6,633",44.72568825083204,-77.31383950993
"Algoma, Unorganized, North Part (NO), Ontario","6,758",46.6318222102007,-83.97335980137177
"Oliver Paipoonge (MU), Ontario","6,444",48.51527966457769,-89.46258177976405
"Petrolia (T), Ontario","6,637",42.89378110396214,-82.12357509673649
"South Bruce (MU), Ontario","6,144",44.02946029625521,-80.99976398324269
"Southwest Middlesex (MU), Ontario","6,859",42.76416441083577,-81.48236690476048
"Tay Valley (TP), Ontario","5,895",44.99633122658257,-76.38198745450183
"Sioux Lookout (MU), Ontario","6,090",50.1354668549204,-91.83453625919104
"Ashfield-Colborne-Wawanosh (TP), Ontario","6,461",43.95285169048995,-81.51329720949325
"Lanark Highlands (TP), Ontario","6,235",45.16934556543864,-76.32714241392553
"Lucan Biddulph (TP), Ontario","6,551",43.14990849954546,-81.41581619541346
"Cochrane (T), Ontario","5,900",49.22123971442897,-81.03630392049824
"Gananoque (T), Ontario","5,598",44.34407907368006,-76.14545637108996
"Seguin (TP), Ontario","5,759",45.39547534445534,-79.62030521574688
"Espanola (T), Ontario","5,408",46.27668865671803,-81.6905122110984
"Havelock-Belmont-Methuen (TP), Ontario","5,748",44.71917529560085,-77.86566492275415
"West Elgin (MU), Ontario","5,513",42.696489215784545,-81.66449090858308
"North Huron (TP), Ontario","5,519",43.88148363383188,-81.320221339834
"Stirling-Rawdon (TP), Ontario","5,331",44.47438889517701,-77.5507001946763
"East Ferris (MU), Ontario","5,851",46.30472403976043,-79.23723994800976
"Central Frontenac (TP), Ontario","5,303",44.85967591540806,-76.6098976818046
"Southwold (TP), Ontario","5,451",42.80367499590228,-81.21004711501217
"Census subdivisions with population under 5,000, Ontario","432,636",,
"Centre Hastings (MU), Ontario","5,120",44.490983092670795,-77.40143129630272
"Hearst (T), Ontario","5,163",49.65608551821165,-83.72976583358025
"Asphodel-Norwood (TP), Ontario","5,181",44.31855012532201,-77.94584175057616
"Tyendinaga (TP), Ontario","4,848",44.192688475753165,-77.23164960100371
"Iroquois Falls (T), Ontario","4,588",48.68384520966279,-80.4186629479201
"Northern Bruce Peninsula (MU), Ontario","4,921",45.25006663769539,-80.93518707999237
"Hastings Highlands (MU), Ontario","4,806",45.436676049238855,-77.6901651085807
"Amaranth (TP), Ontario","4,786",44.08127359251305,-80.17093121796809
"Greenstone (MU), Ontario","4,398",49.77099410752804,-86.6027181988773
"Marmora and Lake (MU), Ontario","4,710",44.74121424327152,-77.68179053693261
"Deep River (T), Ontario","4,355",46.10525490883966,-77.46456701624602
"Dutton/Dunwich (MU), Ontario","4,619",42.75414026252705,-81.49254006682695
"Red Lake (MU), Ontario","4,204",51.192946015670735,-93.48606287268524
"Prescott (T), Ontario","4,102",44.70118534632139,-75.52060740246492
"Howick (TP), Ontario","4,545",43.80439098696673,-81.08657699342614
"Bancroft (T), Ontario","4,474",45.01767363415045,-77.64260976648144
"Casselman (VL), Ontario","4,385",45.305313061202256,-75.07233995306478
"Callander (MU), Ontario","4,013",46.24145036302535,-79.36587707087412
"Montague (TP), Ontario","4,358",45.04070701097235,-75.91557081326945
"Madawaska Valley (TP), Ontario","4,085",45.500598179500194,-77.55200659283791
"Grand Valley (T), Ontario","4,556",43.89156150075294,-80.29932569873858
"Bonnechere Valley (TP), Ontario","4,304",45.549934469474934,-77.09528412705083
"Highlands East (MU), Ontario","4,333",45.06605789742341,-78.04518795451486
"Perth South (TP), Ontario","4,095",43.337738721936724,-81.03039076464357
"Lake of Bays (TP), Ontario","4,011",45.500232142057165,-78.90646699665301
"Warwick (TP), Ontario","3,901",43.07401921497323,-81.84145521538642
"Morris-Turnberry (MU), Ontario","3,927",43.93328840288849,-81.17934588372064
"Mulmur (TP), Ontario","3,851",44.0849664458605,-80.17152719358224
"Georgian Bay (TP), Ontario","3,767",45.05457599603471,-79.75771675252277
"East Hawkesbury (TP), Ontario","3,684",45.57843801657838,-74.44653476741934
"Blind River (T), Ontario","3,615",46.401443452861045,-82.82378553121735
"Powassan (MU), Ontario","3,569",45.9822359028537,-79.3033809896315
"Sables-Spanish Rivers (TP), Ontario","3,424",46.15476949464792,-81.81564659511841
"Shuniah (MU), Ontario","3,497",48.73559312080455,-88.54876345848817
"Timiskaming, Unorganized, West Part (NO), Ontario","3,482",47.49301595293944,-79.63163419311779
"Horton (TP), Ontario","3,445",45.54156575270764,-76.62547647159438
"Marathon (T), Ontario","3,257",48.69215456741077,-86.48573133043588
"Melancthon (TP), Ontario","3,571",44.24196310828122,-80.20888079741177
"Merrickville-Wolford (VL), Ontario","3,220",44.91243247065799,-75.7623804579315
"North Algona Wilberforce (TP), Ontario","3,275",45.67253359937181,-77.0656984126312
"Athens (TP), Ontario","3,155",44.51970154516377,-76.00000042211073
"Adelaide-Metcalfe (TP), Ontario","3,192",43.04994219822145,-81.69272940622902
"Admaston/Bromley (TP), Ontario","3,200",45.58671838951684,-76.85264000509821
"Laurentian Hills (T), Ontario","3,158",46.174862488505994,-77.62054412981594
"Sudbury, Unorganized, North Part (NO), Ontario","3,071",46.16269409813449,-81.43543378247895
"North Kawartha (TP), Ontario","3,187",44.90134610039647,-77.95536261132808
"Greater Madawaska (TP), Ontario","3,143",45.43257277042248,-76.66011570434422
"Enniskillen (TP), Ontario","2,813",42.903498297416284,-82.00565548373584
"French River / Rivière des Français (M), Ontario","3,066",46.27814170814933,-80.50892793445375
"East Garafraxa (TP), Ontario","2,927",43.76189930475788,-80.2505169046021
"Wikwemikong Unceded (IRI), Ontario","2,970",45.902443704030944,-81.66599213004196
"McDougall (MU), Ontario","2,862",45.53612441697741,-79.97480570147867
"Wawa (MU), Ontario","3,004",48.10784487211859,-84.66127767299245
"Markstay-Warren (MU), Ontario","3,166",46.608718507211925,-80.6569602496625
"Perry (TP), Ontario","2,968",45.549463302935514,-79.23257388995137
"Atikokan (T), Ontario","2,699",48.84646620129591,-91.5906433123223
"Northeastern Manitoulin and the Islands (MU), Ontario","2,732",45.74824410965005,-82.53008914232134
"Front of Yonge (TP), Ontario","2,723",44.43202701148199,-75.82137084391282
"Algonquin Highlands (TP), Ontario","2,887",45.32880256836769,-78.67055692259027
"Black River-Matheson (TP), Ontario","2,784",48.59437843258579,-80.27501152946846
"Cochrane, Unorganized, North Part (NO), Ontario","2,744",52.29124769141494,-81.55609776346024
"Tyendinaga Mohawk Territory (IRI), Ontario","2,916",44.21462895685232,-77.06170307625159
"Addington Highlands (TP), Ontario","2,808",44.971456894715686,-77.07057596680919
"Parry Sound, Unorganized, Centre Part (NO), Ontario","2,864",45.484237734570875,-80.27388642662252
"Killaloe, Hagarty and Richards (TP), Ontario","2,567",45.47447069714978,-77.49250763101081
"Brooke-Alvinston (MU), Ontario","2,532",42.84053569521023,-81.789883684228
"Pikangikum 14 (IRI), Ontario","2,441",51.8222393925941,-93.95990675444523
"North Frontenac (TP), Ontario","2,509",45.18223921625699,-76.79163282633314
"Neebing (MU), Ontario","2,503",48.32720449113346,-89.08043819647048
"Madoc (TP), Ontario","2,523",44.51856650229382,-77.39626140211799
"Central Manitoulin (MU), Ontario","2,372",45.86834081153979,-82.04566645129457
"Bonfield (TP), Ontario","2,592",46.340372875965585,-79.13372329296988
"Sandy Lake 88 (IRI), Ontario","1,982",53.10963455223396,-93.31470231874322
"Dawn-Euphemia (TP), Ontario","2,135",42.75735870158595,-81.83541850330879
"Manitouwadge (TP), Ontario","2,023",49.05345085319021,-85.96049266624007
"Chapleau (TP), Ontario","2,076",47.84704623198598,-83.38069901002271
"Point Edward (VL), Ontario","2,052",43.00139070057263,-82.39569870892373
"Frontenac Islands (TP), Ontario","1,974",44.163045043623576,-76.33497548790854
"Mattawa (T), Ontario","2,138",46.318502158973686,-78.70322564293375
"Huron Shores (MU), Ontario","2,178",46.34418206866529,-83.20071481666126
"Akwesasne (Part) 59 (IRI), Ontario","1,930",45.05558707842637,-74.5637742758737
"Nipissing (TP), Ontario","1,987",46.05532511165904,-79.42066601278634
"Deseronto (T), Ontario","1,883",44.199147390870856,-77.03909284631821
"Magnetawan (MU), Ontario","1,918",45.74302134362414,-79.50032131204345
"Walpole Island 46 (IRI), Ontario","1,830",42.58298038216956,-82.46424113197796
"Nipissing 10 (IRI), Ontario","1,909",46.372929643580036,-79.63297180468838
"Faraday (TP), Ontario","1,784",45.065914676948076,-77.8948545394768
"Nipissing, Unorganized, North Part (NO), Ontario","1,835",47.00021190464449,-79.34365856410464
"Attawapiskat 91A (IRI), Ontario","1,552",52.92897421524908,-82.39620019405909
"Strong (TP), Ontario","1,743",45.78327245408108,-79.3426580424988
"Brudenell, Lyndoch and Raglan (TP), Ontario","1,665",45.49399989596231,-77.35295160233922
"Moosonee (TV), Ontario","1,535",51.311738067501786,-80.4834259403725
"Terrace Bay (TP), Ontario","1,589",48.750010715263834,-86.99146226859075
"Macdonald, Meredith and Aberdeen Additional (TP), Ontario","1,652",46.500754291155594,-83.83987399933658
"Carling (TP), Ontario","1,617",45.41792790719939,-80.13263428732986
"Fort Albany (Part) 67 (IRI), Kenora,Ontario","1,528",52.28757761231626,-81.63911430057463
"Nipigon (TP), Ontario","1,576",49.03952940386345,-88.25294301604235
"Armour (TP), Ontario","1,587",45.66567660523448,-79.27940154924298
"St. Joseph (TP), Ontario","1,674",46.30191951847779,-83.914411337356
"Englehart (T), Ontario","1,505",47.82032450038159,-79.87897170368781
"McKellar (TP), Ontario","1,534",45.51894930689855,-79.77037537519044
"Rainy River, Unorganized (NO), Ontario","1,499",48.91404290262909,-94.4665492949897
"Factory Island 1 (IRI), Ontario","1,378",51.25511158742348,-80.59772896071394
"Oneida 41 (IRI), Ontario","1,544",42.83538840257832,-81.39532260901636
"St.-Charles (MU), Ontario","1,521",46.44982610877995,-80.41583839746536
"Chisholm (TP), Ontario","1,544",46.020131824395406,-79.1643764962109
"Thessalon (T), Ontario","1,377",46.2707932025167,-83.5459712023544
"Curve Lake First Nation 35 (IRI), Ontario","1,412",44.51250787387007,-78.34854213073956
"Kettle Point 44 (IRI), Ontario","1,358",43.216168697369284,-82.01613535128492
"Emo (TP), Ontario","1,242",48.737473012963335,-93.76657358435983
"Ignace (TP), Ontario","1,239",49.451796102117655,-91.7274629813496
"Armstrong (TP), Ontario","1,265",47.750009697902236,-79.75998298265952
"Smooth Rock Falls (T), Ontario","1,266",49.18948769523829,-81.65524948380552
"Moonbeam (TP), Ontario","1,294",49.31947330643875,-82.0760576480166
"Laird (TP), Ontario","1,226",46.440541350566996,-83.92888658981833
"Sagamok (IRI), Ontario","1,251",46.17632205447164,-82.21047719490821
"South River (VL), Ontario","1,172",45.84817359851906,-79.36105164546224
